userWallet,credit_score,total_transactions,total_usd_volume,activity_duration_days,risk_category
0x0257ffe501e6d7670c5510b6d8a558eddea79475,650,9,3.668685331502871e+21,19.1,Low Risk
0x0318b7bf3433dc91fdd0c749b88855f076efd5d5,649,103,1.5472077182751646e+23,76.0,Low Risk
0x01e4ac55758ba9f93d28aeb4f3922b6a7905aaed,649,4,4.423496182093871e+22,0.0,Low Risk
0x016d10f16e862eea0be1fdeb1dbba0bbd7f44078,648,29,9.120619831357152e+20,34.2,Low Risk
0x01be938672471bbb0fa1dfd223dd2aad2e389559,648,7,5149970069.48,0.0,Low Risk
0x005ab5979532d34dc60a4582597464df0b5a7c87,648,32,1.734767775639372e+21,10.0,Low Risk
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,648,5,2.0383230351219124e+20,14.2,Low Risk
0x02b56b480fd9350fc83dbe2918a76c60232b4001,648,38,7.689355587133521e+21,6.7,Low Risk
0x055be3a0cff9bfefc49a270e6a4cf4ecf70b8779,648,12,1.1007491621543989e+24,0.1,Low Risk
0x00ef17fb802141f4a12026c4492bafc43d8ab85e,647,21,3.368862301886351e+20,71.9,Low Risk
0x007d42732fee6a2a8de421a06dcc02daf93e2b2f,647,8,2003260050.3,11.0,Low Risk
0x0194f6b2cd2061b50169ee2c81cd95f982cc0a05,647,12,2.1948438320671752e+20,62.3,Low Risk
0x008d399b5936b8fc3d6ce86ad53ac001217e3978,647,9,3.035463887440713e+20,6.2,Low Risk
0x05d19dcc556638641022b35d3f5c7e25c9b1b7c2,647,9,8.22555762453721e+21,1.2,Low Risk
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,646,69,2.796135272799093e+24,30.7,Low Risk
0x04efc3225aa96a0fcb977bfbada6712f99310545,646,8,9.554176870414116e+17,24.4,Low Risk
0x017e019d6344b47854635ee87f728831260c87b5,646,40,1.1816580907812438e+20,9.0,Low Risk
0x01e6f806b2d34a64bbd982731f49fe6babbed7b7,646,4,1.0363719936003013e+22,0.0,Low Risk
0x00626b79d2972dfd10463e1871f8edcf8aae5bb3,646,6,9.101083394653249e+18,5.8,Low Risk
0x028db8e94e0836bdaeba5b743e0d400a3f9e90df,646,24,3.916502241841979e+23,13.0,Low Risk
0x0072b9af9a7dc5a42091f01d3d22bcf298d398fd,645,54,34871461935762.32,85.0,Low Risk
0x0416c2fe328fff0fd6039554c75c3d3fb2db94c4,645,6,2.8617575146408555e+22,28.5,Low Risk
0x04e2b5c5d91f7f630d36142043d8a1752af689c0,645,4,9.872804902755486e+21,0.0,Low Risk
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,644,144,1.2660641113869606e+21,41.3,Low Risk
0x040fa9bbed1f3cbae34ec655f9c49e25532cab72,644,77,1.0676935373890884e+22,24.9,Low Risk
0x04737567bb285ac7c15244c9c9f8707d67d1e558,643,9,4.808679499011468e+19,14.7,Low Risk
0x020fe455d61d20f1f7eab9c3f9540a3ab8a35482,643,29,1.5480876265629473e+21,82.2,Low Risk
0x037a43f01b3c2a2acd60510c1b893e94cb64333d,643,12,5.601593331561157e+21,6.7,Low Risk
0x0256ba1f18ca0f91a93bdb2f218d91dd20ee428a,642,36,1.8271667391081918e+22,87.7,Low Risk
0x04f1fc616db817879898aa1635d574593f227b4e,642,145,2.3292425915472103e+22,87.6,Low Risk
0x03f4ac46922f745a7088e92df0a9b37f299e5614,641,23,4.146910437533205e+23,41.3,Low Risk
0x01771a278c3fab69735aaeb38872469489e7716d,641,18,1.9826092180758308e+21,10.9,Low Risk
0x0292c117e0fc26212b22c5843b9755e7b676c6c0,641,5,2.809528514258687e+21,25.7,Low Risk
0x017b93259518cc28f53284ec81f7084575ba8699,640,4,33982969.79,27.5,Low Risk
0x022db3d2cb668693ea15009057076a7f5e973ab7,639,5,20924386012.68,23.0,Low Risk
0x02b537c80038f273820b51deda8d904b8f2748ef,639,8,1.264045455437806e+21,27.0,Low Risk
0x0132749dd84ea8a0b242ff61f97ff40f96035df3,639,10,1.6992264590096345e+20,61.1,Low Risk
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,639,13,2.4279433651518544e+21,2.3,Low Risk
0x05587a5e2cc8e154373ad05db9738ab3e672fb79,638,52,5.431143264177962e+21,41.7,Low Risk
0x01f9605611b8490c0c70f40979c61b21dc1b6f3e,638,4,1817548895.04,0.8,Low Risk
0x03ae6e3226c9fe470b638eaa1301965c613b8b6b,638,61,7.294475729477886e+22,37.8,Low Risk
0x04d1e3032002bf14d508b9be1272bcd391991740,638,8,8.499061192660993e+21,2.0,Low Risk
0x021d8505c6526352848beab51d87f89ea75446a4,638,4,8.126521088321245e+21,0.0,Low Risk
0x028062ffc2a94ca94e464240142c956d10fa449d,638,4,575277518718.92,14.2,Low Risk
0x023768fbb4dcef5ce609f8d262cebc33860e9c30,637,4,4.4295596042094337e+21,0.0,Low Risk
0x01b572c14af90297b04955659cf86aec87dad0b2,637,4,3.1219802553107323e+21,0.0,Low Risk
0x04cd5ffd4e9ef854e03b7e9fe865301b540048c2,637,4,5.370290831021847e+21,0.0,Low Risk
0x04d636d093a0ec32e981c2c87b47ad8437f5c8c8,637,4,3.360486069218262e+21,0.0,Low Risk
0x04d34271e0216a8e3bab7598557112f70a06dc48,637,4,2.5662690290132525e+21,0.0,Low Risk
0x01b06d543b68067f7d78427d651b1190c10e0456,637,4,4.3133523888344557e+21,0.0,Low Risk
0x009d3342ac1246d0e95a7f6772e11ce9f07b2560,637,4,2.747838881314364e+21,0.0,Low Risk
0x045ef516ff36cbb58ae3714a2bcd244d31695d91,637,4,7.633592064624005e+21,0.0,Low Risk
0x036da3aa7d31181bf0fb4f0bc128b04a7bdcc08d,637,4,7.570469792259062e+21,0.0,Low Risk
0x0128883953744d1d302421534757fd6f2d8ba88a,637,4,3.791580579408803e+21,0.0,Low Risk
0x043be978300c684c8f691e086414155d5f9d6f2e,637,4,4.2148974760049713e+21,0.0,Low Risk
0x04841cbcc7676ddfe8146e8ad3aa0a478e843792,637,4,6.558452010964776e+21,0.0,Low Risk
0x0011730224657eb527cf736039854c3a3f140e63,637,4,4.504053578690184e+21,0.0,Low Risk
0x0264ac5bc4626a76eb59a761b1075a36c7b2b860,637,4,3.9060480261310864e+21,0.0,Low Risk
0x007e8e7ccdfc45f0a6319a3aa938203126f1d646,637,4,6.829972234211686e+21,0.0,Low Risk
0x037a28da412268621439c31fd0d54dbb511d47b4,637,4,4.6056200858960554e+21,0.0,Low Risk
0x04d0d0c4bf3ff7d5b54869b813a4026414b57f1d,637,4,4.853466934325046e+21,0.0,Low Risk
0x052f3e2d4982fd668783f2a04c17a2235c003fae,637,4,7.319926390622517e+21,0.0,Low Risk
0x03fef33df5b760df1bb3d4d5aedf69402b48cdc5,637,8,2.743605408084914e+21,28.1,Low Risk
0x010da4bb5ed14c387bc92de075b58e2d0cee23b1,637,17,1.5471621006142736e+22,46.1,Low Risk
0x0450d81146ae1eb15d886b0a35673dbb9e74be19,637,4,7.826131779840008e+21,0.0,Low Risk
0x056e5648032e696461424fefbefd5660acc56d9b,637,4,3.9540228089581635e+21,0.0,Low Risk
0x058b0a724821bb506ebd683915829ff9db65542b,637,4,4.5677091575808063e+21,0.0,Low Risk
0x020b1d7007c0d7c42fdb22ed5c31590ccab0c402,637,4,3.9851191918626084e+21,0.0,Low Risk
0x00c98bc1a9458f9fb28887da8172e90df88da379,637,4,4.307540684832009e+21,0.0,Low Risk
0x024b52ddd4a3562768ecd61b1c2cdf35d0613e0a,637,4,26913329642.81,0.0,Low Risk
0x04b5171a7265fe54b02418c345cf4ecb7a6deb11,636,4,5.804636080605482e+21,0.0,Low Risk
0x0402f615b6aa30ece82c93396db6432d4974b1fb,636,4,2.4411555833757483e+20,0.0,Low Risk
0x01d37cdae14bc9e2e10b6a71a0c72998f44e225c,636,4,7.122559142904274e+21,0.2,Low Risk
0x05580b7f012c40f0ed632cac5452baf95e1628bc,636,4,12050926.27,1.4,Low Risk
0x031bc036ec5106ea4f2ca5921d5370a21171a123,636,4,2412630.26,7.1,Low Risk
0x01b89af143b8f2bb80f9ac13d60e7e9e01d85798,636,4,2.627538980246605e+20,0.0,Low Risk
0x00184e8aa1e95f491f2d9601e12b540092160ded,636,4,2.5458101642760018e+20,0.0,Low Risk
0x053cd8b1c0b52ffe500807739e79cd5efe4eb00d,635,4,108044041.51,0.1,Low Risk
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,634,162,1.9122486828765914e+26,24.5,Low Risk
0x00b65668a962ee571a8f223abd696ab1bd3a391f,634,4,4202500.69,0.0,Low Risk
0x009330f669003eada06b676b6e5cb77415471e7e,634,4,5.292104765766523e+18,7.8,Low Risk
0x01397d68308d2a94865ffe0f84d26e94b6df1234,634,5,2.04468680968665e+19,14.1,Low Risk
0x0300f68f3c30e4655650d99c845a95e39875b75f,634,14,9.64062675683214e+22,13.5,Low Risk
0x0220848dbcb1403f3faae97e30dd2adef05cf91d,633,4,6.35760261164093e+21,0.0,Low Risk
0x017c4d3aff4d726da43846579fe49c3646abd6a6,633,9,6.657483265584395e+21,2.0,Low Risk
0x02820c1f9427f1c82e1901f1e7cadfb150560dac,633,13,8.458459234914349e+20,70.1,Low Risk
0x036fcf32222c17667b562b427acb2bcd737a0db9,633,4,8.043446231609556e+21,0.0,Low Risk
0x04936487d69f08a304bd6470c2f0cf6e6aa609d7,633,4,6.719600790082209e+17,1.8,Low Risk
0x012c597fca480b9766d52e4c1e5d4c0940982abe,633,4,8.219214974881406e+21,0.0,Low Risk
0x01e0991d5803659f581a670f955b3079e419be3b,632,4,1.0407773259789423e+20,0.0,Low Risk
0x011e835885e78d9f1c92e580dae0e142a33cf25e,632,4,7.187122860722839e+17,0.0,Low Risk
0x03d59b1566576e7b64e7c43fcc3fff5ecd4c1b43,632,4,3.788281186413124e+21,0.0,Low Risk
0x033df985bd88c096ceb0bae2545d35f18eecdfb4,632,4,7.733928801544489e+18,0.0,Low Risk
0x01b8884b83882069d08c86b053bb1027d04dce96,632,4,3.815297734036065e+21,0.0,Low Risk
0x051464267416f04a0b38b081f7f6eb150a588dfb,632,48,2.4997038634382236e+22,26.2,Low Risk
0x0136f37e3373f91e6fc2d2ac76f0d01701754fcd,632,7,1.112439681745138e+21,12.9,Low Risk
0x055d4bc9855caba4d63b3276fddb0334060c5573,632,4,2.1512188585177024e+21,0.0,Low Risk
0x00988fe82c5550c2240c9874d55cbd100cd1a722,632,4,2.852588150784917e+21,0.0,Low Risk
0x0282887135e0d365f4e4875870f86bbdaf1e39c9,632,4,4.093103018557315e+21,0.0,Low Risk
0x0464349e7012a83c965d672e9eca3896a1260624,632,346,1.908342979525075e+23,121.4,Low Risk
0x018e1ba194311b98a6e92b6b2650ed2dd4a90cf9,632,4,4.781086306081403e+21,0.0,Low Risk
0x02615eb2838102011972e092add331d9e723448f,632,4,3.8510710625549377e+21,0.0,Low Risk
0x022064c9f712b52d7afff7263527eabebf59a71c,632,4,940388892.01,0.4,Low Risk
0x056eef32237b76e52da3b4268b0a77bd1c37404a,632,5,6.655391609913433e+19,54.0,Low Risk
0x0229a3d4fab214ac8ae4fe6a5bb1b7279592ac9d,632,4,2.0007566470376177e+18,0.0,Low Risk
0x0317ecb39406e23837b8b1aad06bc43f10c1be08,632,4,3.5323585778147677e+21,0.0,Low Risk
0x02b2b3835e863da7c7aec928586cee0b04a261da,632,4,4.349571450001411e+21,0.0,Low Risk
0x015b0bb1bfad0437647e74776a7d649d2e3adebb,632,4,3.256451159401491e+21,0.0,Low Risk
0x03482e6aaf23d9367aea1e306ffba42bc7fbe9fd,632,4,2.0601573852398833e+20,0.0,Low Risk
0x04963f5707c9db2d613e8d402453f88a72f1c6d4,632,4,3.9283902951443593e+21,0.0,Low Risk
0x00c3a5aceb3fe926a7a9772a6c4efd9f6beb7d73,632,4,3705907128142.24,1.7,Low Risk
0x009e8675b19be214d3f620e90c5e0de7a13c3c5a,631,109,5.395066515367794e+24,103.7,Low Risk
0x00526e91ec022d8596bda04092071c1da6b5322e,631,7,4.1021111739486673e+20,3.8,Low Risk
0x004d71c111862702272e6beccdaafb07c9b96c37,631,276,1.1313680165551122e+25,84.5,Low Risk
0x047f78ef663432cd15d28c0b7098bd6236442264,630,33,5.255524663414651e+21,52.6,Low Risk
0x01b27aeaa3b67577609538155d637b08f0779069,629,23,5.054445376622998e+21,7.9,Low Risk
0x008b1ffe244bf31896c833bff4ad9009e7a0f4eb,629,37,8.704233555958603e+23,53.9,Low Risk
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,629,6,6.916857888123286e+21,1.8,Low Risk
0x028641d71b87eb53da604565ed4fca4f7585f663,628,6,2.3348355697083988e+21,12.9,Low Risk
0x0036534c48a754163f0f446601f36bcfda840f57,628,27,4.459840331740032e+21,12.9,Low Risk
0x037e908997841df68afb48eb1c9a6e441310abf5,628,9,1.1474778439384608e+20,4.0,Low Risk
0x000f4432a40560bbff1b581a8b7aded8dab80026,627,25,6.687815264808566e+22,18.1,Low Risk
0x05390ba1f2c390fb4c69a252f9292e06552e76b0,626,10,6.077114769665463e+20,22.4,Low Risk
0x043b2116f729e188668810d8ae0f86eb1152ae4f,626,7,9.281272608446255e+21,97.9,Low Risk
0x008bddb9cca2d92deee55a50d0f358eaf4b7f076,625,24,1.996584290290808e+19,49.0,Low Risk
0x059ecc2543ebee56fd21209a229969286840ce3a,624,7,3.502625681508273e+20,0.1,Low Risk
0x0104b9e629be9b419a5f0b4974de5e8f2bb06399,624,15,5.8532008227771344e+20,3.7,Low Risk
0x040cc4bff13c6baecc8f49d56b10012e2715fb0c,624,30,6.9649490378357215e+22,0.2,Low Risk
0x02eda208efc7d92efeaf7418833c3081a42dd3a1,624,6,3.125916518046782e+21,0.0,Low Risk
0x01d56c115f9afd657dd4eeb9ece38d6cf73975d6,623,28,1.2429622993876188e+21,0.0,Low Risk
0x05bc47b7ca092a9219a5a9bcaa9728de55e4ae3a,623,29,4.31184094587159e+23,20.5,Low Risk
0x050bcc773c1dd7b78624291f1ca3facb690ef09c,622,30,1.3666420517841874e+22,41.0,Low Risk
0x01ec73e85387403880b4e3bec129011d705597a5,622,8,8471251486.28,2.0,Low Risk
0x05069a643656f4d38df42b054c3c25ce75c53cfb,621,129,6.557478478691952e+21,91.1,Low Risk
0x007f3da6715efd4b6994b7348b644b64b695d3b1,620,137,34596256998558.94,7.1,Low Risk
0x013c270b6c893ed986ff69eef37ca5a1c1e59dff,620,25,5.528924766767327e+19,86.5,Low Risk
0x00d94da07ea932ed8426e8dfd06615bda49b8022,619,36,1.4782522847807086e+21,79.3,Low Risk
0x04b2f0087765e57f51ef3c91b2be23d0a02839a6,619,23,3.797043480004726e+22,22.2,Low Risk
0x034b054426cd05f70ea0d98d35083ac73322b939,619,17,1.358262923340616e+21,63.7,Low Risk
0x039b27c7e5771ee0108c87b4162999bea4dd1831,618,18,4.635259748629101e+21,68.6,Low Risk
0x055ec9b317dd215d37330ba8f41c70bddbf45678,618,127,7.780375989997773e+21,18.0,Low Risk
0x052afaf0299673d62d22fd60d585fb6f0284ec47,618,8,1.2127356867865355e+22,4.0,Low Risk
0x023dc0303836189bf3f921476a51ce6898f180ad,617,14,1.727023117002078e+21,16.5,Low Risk
0x039b0cac8f2257a805ae79431fc6daf67bd235fa,616,29,1637975908.8,41.7,Low Risk
0x05385d702678e30c71fe795f9193fc12e1bd37b1,615,54,2.932676598379074e+22,6.0,Low Risk
0x0392c0d81934b52f64aa50c2cfbbcf28cd6141b2,615,13,2.3829590083785865e+23,24.2,Low Risk
0x00246f7813397868b1beec56e1677efa47816dae,614,44,2.5729137317581743e+25,21.0,Low Risk
0x0409b96fbf7988e5d186a350c018acc48cbf59b2,614,61,5.9989906261096e+21,6.6,Low Risk
0x0184df2afb9845c27504419ac7d5efccae41b951,614,12,6.867428183885423e+21,81.9,Low Risk
0x0550f5196ec5c453f8326c7b9bbc3ae60acaac7a,612,18,4.049122689019583e+20,76.0,Low Risk
0x01d9816465ee701cb650edf27de69b02fa272454,612,8,7.290376004272344e+19,1.4,Low Risk
0x048ab378049f7763e5c728fe551ae19115b2bb20,612,33,3.1958037028371195e+20,4.2,Low Risk
0x03c48ba8fcd46b9b4419cd57063978769efb8de8,611,34,6.944842046677654e+22,20.4,Low Risk
0x01952760a2f72cfa13b3557b6e015b40126961c0,611,53,1.420065400756405e+22,16.9,Low Risk
0x05c0498541807d238450690d4d8a0149e0a84e4f,611,46,14802366201990.85,6.7,Low Risk
0x04dc6792cdf6f04acf894780cfb486fd0987ae86,610,12,3.4361671879094287e+22,9.6,Low Risk
0x03270912905f63b1b2b99b9a520a86810aa07f89,609,17,5.104759934999176e+21,27.9,Low Risk
0x01ce064bf433bb179791260c080630fe63684eac,609,23,8.10233538965526e+20,7.2,Low Risk
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,608,231,2.810162514447535e+22,62.0,Low Risk
0x04fb136989106430e56f24c3d6a473488235480e,608,474,1.71556056765561e+23,130.6,Low Risk
0x0505bad45bc350d3fdcd670800343626696d5ec6,608,38,3.9438875548725445e+20,29.6,Low Risk
0x02aa6d3779d28383d69cd4221cd7dc2685011337,606,28,1.4865583629527945e+22,47.9,Low Risk
0x06056feef38a0c5ec0a1c7c8f3d4d4c06023b298,605,17,3.050811340551132e+20,0.1,Low Risk
0x019d239a36a4fd4828253e8eccadd1dd2d0dd147,605,10,5.398425551397494e+21,77.9,Low Risk
0x04c873241fe90e09ceaa93cdab3cc5c55ab863cd,605,26,3.581870929774623e+20,69.3,Low Risk
0x01dd5d5d0b0bb5bf8dbf7e6d6d8a711578534a58,603,6,1.2137171589264182e+21,0.1,Low Risk
0x008ae504ac6c0c89d32009c02b3a92e57fec188b,602,17,3.966734382249866e+20,42.1,Low Risk
0x000f908720f9ce164d90f4fc89459fab4442907f,602,96,4.6527631956282033e+21,1.4,Low Risk
0x04b5762ee57e2fa1cc1dd2e13d284d0284f2d41e,601,64,1.1033613711672217e+23,12.4,Low Risk
0x0086bf55d1e7225d1faf4f17ccd48983b0146cc6,601,22,1.2784799424310227e+22,8.7,Low Risk
0x05c985db49d9e29aa66b465f18c7c6dd244e9774,600,13,3.5708531811564687e+21,51.5,Low Risk
0x0167767e7ffabd6e9fe1f958535bf296622d4b21,599,71,4.5246943637104855e+22,119.9,Medium Risk
0x059e51c98c0a5b89624e8c1937a001dbeaceda8c,599,6,6.633155900155152e+21,14.5,Medium Risk
0x048f5cb4c12107c37e2d028aa56315659f36ce47,599,14,5.4878934391340794e+20,9.8,Medium Risk
0x030d9f55c7f7589034b829a87bf3bd84d6682a18,596,43,1.0759513785154685e+24,55.9,Medium Risk
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,595,26,3.122170632007085e+21,20.9,Medium Risk
0x01361dec98b8d86a584afd90a7c7c3ca0d908539,595,26,1.8241992922601915e+22,0.3,Medium Risk
0x0057dbd2cb881113aa7b55e4ce62af8234519e01,594,14,4.1766973562013467e+21,9.1,Medium Risk
0x00795ff7870798a332a99c3969406286259dce8f,593,17,4.338928834353439e+21,78.1,Medium Risk
0x03827daa642b7e409e4d08fb34836c22d0a3556b,593,218,3.395341937223391e+21,81.3,Medium Risk
0x0073245e2bf4f38400634d4ba7527bbd34bfc6ba,592,10,1.2505822462399343e+22,53.8,Medium Risk
0x05119e9c19a50e66cc085b2dd2730897f470747f,590,8,7.208181358687032e+20,6.4,Medium Risk
0x0283de3def25719ec46cb4db3bb1693f5af5cf6a,590,6,587478813787.33,5.8,Medium Risk
0x05ea34e37b28962b9f17fce9cff68637ebb80e58,587,39,3.2899160908392107e+21,39.8,Medium Risk
0x00ac60244df04dfc07146f037d14f93320af57c9,587,203,2.4521817176719692e+22,62.3,Medium Risk
0x017b3763b8a034f8655d46345e3eb42555e39064,585,13,6.15126328122583e+22,2.1,Medium Risk
0x020989d06ab6d1900d1152ea3fb4a756e3ec096e,585,23,6.345806596481825e+21,10.0,Medium Risk
0x017d08868e2ddbf4d2b28171457c1ce6976fe212,583,62,1.4417167145462982e+22,82.0,Medium Risk
0x046a09854fd98fb21fbe7d6cbf58153b55a39669,583,5,3.018393906942843e+21,0.0,Medium Risk
0x04063f483786be70695cccd10ae7ef4c7f6224e3,581,26,2.122714082849705e+21,37.9,Medium Risk
0x012916ed48b20433b698cb32b488e52c639a2a66,581,61,8.063455093883469e+21,82.1,Medium Risk
0x005f4ed154aec7b147190c97d3f2535fc8360b12,580,20,4.667174273384875e+21,10.6,Medium Risk
0x023dae0fc6722a75972b277d5ec54885177ad68b,579,14,3.151300693971588e+20,16.0,Medium Risk
0x050eff11eb0b016fd8cf4d4f564584626f09ee60,579,8,1.262142643028686e+21,73.2,Medium Risk
0x0161cd3a424b77adbc9f73d55dffaa1325ca9e4e,578,10,3.194448436002193e+22,0.8,Medium Risk
0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,578,52,3.774411770366289e+21,103.7,Medium Risk
0x02349bc43d584a0f18fef86627d22eb4f362454b,577,32,1.6923484081908687e+18,74.9,Medium Risk
0x017fe812df7bea272511a47955099a9e8d20282e,577,10,1.0985363527617332e+22,4.0,Medium Risk
0x02238e3ff83f90c8299663119271d24a105158fa,577,43,1.632522949857223e+21,20.3,Medium Risk
0x03dda9a1e37e1be2585dfa97167ffe9e8078c836,574,5,5.089896000007974e+20,28.0,Medium Risk
0x04c3611d4504b454f1309e0f523db8d0f95feac2,573,101,5.147672193599617e+22,97.1,Medium Risk
0x03846bf20ade32e9b95d925fe47bd2279c5a88b7,570,9,4.634808731533276e+18,67.8,Medium Risk
0x04243edabb0bea3ed3ab4ffb424fe76f05899cbc,568,5,5.307581424385663e+19,0.3,Medium Risk
0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,567,5,1.493103569163081e+19,0.5,Medium Risk
0x02d7da92ffbe43fc603bb8b5c5ccc032dc616d51,567,11,4.965757364456905e+22,1.7,Medium Risk
0x049a198dd6d7937a07520d6f0f6c3570d7b00d9a,566,28,4.062283848104578e+21,6.3,Medium Risk
0x049c43731aa8c4cbc14252e52af0e55c5a48df15,562,19,1.367068817272381e+22,6.7,Medium Risk
0x0575d52465bf30e9c0bfc3fd7256e4743a2f11fd,561,114,1.2827259632141837e+23,83.5,Medium Risk
0x060cafc9f21db4171257ead799edb2fbffa56899,561,9,3.4084171264242834e+21,13.4,Medium Risk
0x00eddd42021ba97a37097ad4286b893b206e12bc,559,56,7.13701580674882e+20,60.0,Medium Risk
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,558,8,7.604061861672242e+20,80.6,Medium Risk
0x00d9d164c3cdc126d33d541fe6e0cd55f4d4ed63,558,21,1.2361830396517635e+21,8.1,Medium Risk
0x0238d0aa37457dc99a0e9a41d109b861f0aa0b96,558,12,1.7297000468166937e+21,2.5,Medium Risk
0x00677d8b6fda25b199539633a8cd07074c855cb7,557,34,3.0849903724981083e+21,20.0,Medium Risk
0x0475a4b2c54cdb975278a8ba5977ebf07df8f033,553,16,3.2283015097114606e+21,5.6,Medium Risk
0x005e5cac6eb7637edf689403e01b86bda451ef61,550,31,1.2098206482325203e+23,42.1,Medium Risk
0x04f14602b7d1fdaa374aef914bb161e5cbeba6e6,550,180,1.3292321220842148e+23,44.0,Medium Risk
0x045a41a9d9cb0fc81cfe1e8f486e5c53a3b3ce8b,549,79,1.4922886656850188e+21,91.0,Medium Risk
0x054f52abacec7481b912135356da0e893af5a36b,549,58,2.1304237991432883e+21,88.5,Medium Risk
0x03f938f62fbe032d3197b4f74fa4c228de73088c,548,83,1.7627877042455984e+23,51.0,Medium Risk
0x004403abb2246c48ac770e30e7b36e3b16e152a1,544,12,3.97105053253164e+21,23.5,Medium Risk
0x0152667429adfd3ecd2dd6c3d3cfc1e669e67309,543,21,1.0953926855282567e+22,13.5,Medium Risk
0x05e09b56ec91620f9bab354c573712e446f8eb11,543,205,3.5797574433137008e+22,126.6,Medium Risk
0x0044f0ab1281b2bc850bfa39123dec1e8e09001d,543,49,5.078479060220261e+22,86.4,Medium Risk
0x03867a6c590972095f2c82dedede42a62f46952a,542,75,9.780671401651101e+22,89.0,Medium Risk
0x024fa9444a644ca26705a48486b05d74292412aa,541,30,8.499676968401927e+20,50.6,Medium Risk
0x030de3de170036c537b1f7bf6f983220464abe1c,541,112,5.184686353579932e+22,79.8,Medium Risk
0x0299cb22804ccda6eb64b5c891de04d9f526cccb,541,8,6.323434063371072e+19,22.2,Medium Risk
0x0249bea8bd7820ce8c8f122dc48ca1a2adda1ca6,541,24,6.334562606521635e+22,79.8,Medium Risk
0x024ff3388331e62d6f9503057d211d74650b1998,540,9,1.109273005397052e+21,27.7,Medium Risk
0x0070bc9033adf1e49517f98304f41f778d370208,539,43,4.969329379651037e+22,83.4,Medium Risk
0x0365ad837b20583a235b652cfce03987561c9948,537,53,2.169044031922501e+21,66.9,Medium Risk
0x02e60b50d9788a17055afec468b5d17a38b6bd9d,537,104,5.359856358449936e+21,18.2,Medium Risk
0x019218cb876c7e22a903ca74c0b62ec90344920d,535,28,8.524401711777057e+21,43.8,Medium Risk
0x026c2da77a4584478550de459a6abb848519ffe4,535,176,4.064913098968024e+23,117.7,Medium Risk
0x039ec0b36450e9b2c5f59a3a6fe991469ac744f2,530,9,3.574645951412533e+20,0.1,Medium Risk
0x05d9c7318e4cdd6ab6b04b135b628a290f9a47dd,530,4,1.008270458475354e+19,67.1,Medium Risk
0x041c2b12b643aff71468172aff2c409624d95921,530,130,1.1743145724021308e+21,52.0,Medium Risk
0x05318780cf680ef49f9aa4edb40b628462029bd6,529,32,7.055256249176648e+18,0.0,Medium Risk
0x00800d9019001aff6e1eba3312e35e9b22d3f058,525,122,9.708424970987036e+22,110.8,Medium Risk
0x041b26d91b8522a00d1c2a484c397a612c82fc3a,523,39,5.218570939551599e+22,41.0,Medium Risk
0x0199a54ad38f4d55b3819517d3fea232ae33f673,522,41,1.1234773657968184e+24,109.9,Medium Risk
0x061122cffab0f594d3689865e935b2961f0a309a,521,111,2.0965578461264408e+23,105.0,Medium Risk
0x010f6b049a5e8e963060b283486795630e5d83e2,520,10,1.369933200995213e+22,75.8,Medium Risk
0x032bb3d64f289e35ec8642c9bf2bdad7d73529d0,520,7,1.4472343966703414e+17,0.0,Medium Risk
0x05e9e2624a9c70efbcf9d51fc169d304d3d5df8a,519,103,1.7158442693793537e+22,51.9,Medium Risk
0x059b254553bb97ca61a99c2bbdbefb594aa94365,518,7,1.2912040863996715e+19,21.7,Medium Risk
0x00262ffcfda82b5582d1905ca05b849f196b0419,517,10,316651819.63,3.8,Medium Risk
0x0295cb6cd98aa3f2a8ae832a1b9c6f2b8a7160df,517,27,1.696557846469995e+23,105.1,Medium Risk
0x011e6bf0b2fccc01f137cfe776e1b1121f31fbaa,516,83,6.432839945387985e+22,81.9,Medium Risk
0x039a33aca90ecfc1b97f88de30264ebd84cc7c22,515,189,1.5686586956538242e+22,55.7,Medium Risk
0x04ca9d52ee6f8638fa959375b6963d080d4c844f,514,125,4.388628128192606e+24,128.2,Medium Risk
0x05097c27631f3c41237c7abef075c4b8e281eae7,514,134,2.707124614432312e+22,69.8,Medium Risk
0x00bb88a8309759a7c9f0a5c8e3a9364e8f564a8d,513,10,93840.83,0.0,Medium Risk
0x04b6c3d520b2521ed9bf523c03967f4a28a32b50,511,35,3.3939919485422803e+20,78.0,Medium Risk
0x016a6738cdf51365f2f5e30c82931553e0a93262,508,35,2.4551928333889254e+20,59.7,Medium Risk
0x035fc3b0ec2487c1c9def561f578ec77a06b1b12,507,27,5.571642907337638e+22,113.5,Medium Risk
0x05d959ff10fd30616b1b23cb012f2f71cd6c42d8,507,26,1.2823534616608181e+20,59.7,Medium Risk
